TEMP,PH,ORP,EC,TDS,SAL,SG,DO,SAT,TIME
18.188,3.98,157.5,0,0,0,1,9.53,101.1,2017-10-20 0:56:53
18.013,3.98,157.2,0,0,0,1,9.64,102.2,2017-10-20 1:01:54
18.025,3.98,156.9,0,0,0,1,9.44,99.7,2017-10-20 1:06:55
18.013,3.97,156.4,0,0,0,1,9.49,100.2,2017-10-20 1:11:55
17.98,3.98,156.2,0,0,0,1,9.58,101.2,2017-10-20 1:16:56
17.846,3.97,155.9,0,0,0,1,9.66,101.8,2017-10-20 1:21:57
17.807,3.98,155.6,0,0,0,1,9.58,100.8,2017-10-20 1:26:57
17.766,3.97,155.2,0,0,0,1,9.62,101.2,2017-10-20 1:31:58
17.618,3.97,154.5,0,0,0,1,9.61,100.7,2017-10-20 1:36:59
17.463,3.97,154.4,0,0,0,1,9.55,100,2017-10-20 1:41:59
17.469,3.97,154.3,0,0,0,1,9.67,101,2017-10-20 1:47:00
17.433,3.97,153.9,0,0,0,1,9.61,100.3,2017-10-20 1:52:01
17.258,3.97,153.7,0,0,0,1,9.74,101.7,2017-10-20 1:57:01
17.254,3.97,153.3,0,0,0,1,9.73,101.2,2017-10-20 2:02:02
17.065,3.97,152.9,0,0,0,1,9.65,100.4,2017-10-20 2:07:03
17.085,3.97,152.8,0,0,0,1,9.67,100.2,2017-10-20 2:12:03
17.064,3.97,152.5,0,0,0,1,9.77,101.3,2017-10-20 2:17:04
16.872,3.97,152.3,0,0,0,1,9.66,100,2017-10-20 2:22:05
16.873,3.97,152.1,0,0,0,1,9.81,101.3,2017-10-20 2:27:05
16.711,3.97,152,0,0,0,1,9.75,100.5,2017-10-20 2:32:06
16.694,3.97,151.9,0,0,0,1,9.79,100.7,2017-10-20 2:37:07
16.671,3.97,151.6,0,0,0,1,9.71,99.8,2017-10-20 2:42:07
16.521,3.97,151.5,0,0,0,1,9.87,101.1,2017-10-20 2:47:08
16.352,3.97,151.3,0,0,0,1,9.81,100.4,2017-10-20 2:52:09
16.339,3.97,151,0,0,0,1,9.93,101.3,2017-10-20 2:57:09
16.297,3.97,151,0,0,0,1,9.86,100.5,2017-10-20 3:02:10
16.129,3.97,150.8,0,0,0,1,9.94,101,2017-10-20 3:07:11
15.852,3.97,150.3,0,0,0,1,9.91,100.4,2017-10-20 3:12:11
15.644,3.96,150.1,0,0,0,1,10.27,103.7,2017-10-20 3:17:12
15.368,3.96,150.1,0,0,0,1,10.3,103,2017-10-20 3:22:13
13.601,3.94,149.7,0,0,0,1,10.8,103.9,2017-10-20 3:27:13
12.868,3.94,149.9,0,0,0,1,10.86,102.8,2017-10-20 3:32:14
12.856,3.94,150.8,0,0,0,1,10.8,102.2,2017-10-20 3:37:15
12.695,3.94,152.4,0,0,0,1,10.89,102.6,2017-10-20 3:42:15
12.663,3.95,153.6,0,0,0,1,10.68,100.6,2017-10-20 3:47:16
12.893,3.96,154.4,0,0,0,1,10.68,101.1,2017-10-20 3:52:17
13.062,3.96,154.8,0,0,0,1,10.64,100.8,2017-10-20 3:57:17
12.714,3.96,155.6,0,0,0,1,10.8,101.9,2017-10-20 4:02:18
12.236,3.96,156.3,0,0,0,1,10.7,99.9,2017-10-20 4:07:19
11.986,3.96,156.8,0,0,0,1,10.81,100.3,2017-10-20 4:12:19
11.658,3.96,157.1,0,0,0,1,11,101.3,2017-10-20 4:17:20
11.464,3.96,157.6,0,0,0,1,11.13,102,2017-10-20 4:22:21
11.472,3.96,157.9,0,0,0,1,11.25,103.1,2017-10-20 4:27:21
10.823,3.96,158.2,0,0,0,1,11.02,99.6,2017-10-20 4:32:22
10.685,3.96,158.3,0,0,0,1,11.2,101.2,2017-10-20 4:37:23
11.522,3.97,158.8,0,0,0,1,10.97,100.7,2017-10-20 4:42:23
12.118,3.98,159.5,0,0,0,1,11.22,104.4,2017-10-20 4:47:24
12.447,3.98,160.5,0,0,0,1,10.9,102.2,2017-10-20 4:52:25
12.287,3.98,160.7,0,0,0,1,10.91,102.2,2017-10-20 4:57:25
12.441,3.98,161.3,0,0,0,1,11.07,103.7,2017-10-20 5:02:26
12.431,3.99,161.6,0,0,0,1,11.08,103.9,2017-10-20 5:07:27
12.443,3.98,162.1,0,0,0,1,11.06,103.6,2017-10-20 5:12:27
12.602,3.98,162.9,0,0,0,1,11.05,103.9,2017-10-20 5:17:28
12.773,3.98,163.4,0,0,0,1,10.87,102.3,2017-10-20 5:22:29
12.596,3.98,163.9,0,0,0,1,10.69,100.6,2017-10-20 5:27:29
12.28,3.98,164.7,0,0,0,1,11.08,103.4,2017-10-20 5:32:30
11.905,3.98,165.3,0,0,0,1,10.87,100.7,2017-10-20 5:37:31
11.94,3.97,165.9,0,0,0,1,11.15,103.2,2017-10-20 5:42:31
11.604,3.97,166.4,0,0,0,1,10.91,100.4,2017-10-20 5:47:32
11.432,3.97,166.9,0,0,0,1,10.91,100.2,2017-10-20 5:52:33
11.251,3.97,167.3,0,0,0,1,11.03,101,2017-10-20 5:57:33
11.104,3.97,167.4,0,0,0,1,11.11,101,2017-10-20 6:02:34
11.095,3.97,167.7,0,0,0,1,11.12,101,2017-10-20 6:07:35
10.925,3.97,167.8,0,0,0,1,11.29,102.2,2017-10-20 6:12:35
10.653,3.97,168.1,0,0,0,1,11.29,101.6,2017-10-20 6:17:36
13.41,3.99,168.4,0,0,0,1,11.16,106.8,2017-10-20 6:22:37
13.855,4,168.6,0,0,0,1,11.2,108.3,2017-10-20 6:27:37
14.044,4,169.1,0,0,0,1,10.93,106.2,2017-10-20 6:32:38
14.243,4,169.7,0,0,0,1,10.81,105.5,2017-10-20 6:37:39
14.534,4,170.3,0,0,0,1,10.36,101.7,2017-10-20 6:42:39
14.773,4.01,170.3,0,0,0,1,10.28,101.4,2017-10-20 6:47:40
14.781,4,170.4,0,0,0,1,10.43,103,2017-10-20 6:52:41
15.026,4,170.7,0,0,0,1,10.31,102.1,2017-10-20 6:57:41
14.867,4,171,0,0,0,1,10.42,103.3,2017-10-20 7:02:42
14.889,4,171.4,0,0,0,1,10.29,101.8,2017-10-20 7:07:42
15.022,4,171.5,0,0,0,1,10.18,101.1,2017-10-20 7:12:43
15.033,4,172.1,0,0,0,1,10.33,102.5,2017-10-20 7:17:44
15.027,4,171.9,0,0,0,1,10.28,102,2017-10-20 7:22:44
15.192,4,172,0,0,0,1,10.17,101,2017-10-20 7:27:45
15.399,4,172.2,0,0,0,1,10.07,100.7,2017-10-20 7:32:46
15.384,4,172.3,0,0,0,1,10.1,101,2017-10-20 7:37:46
15.568,4,172.3,0,0,0,1,10.2,102.4,2017-10-20 7:42:47
